cell_index,C_state,I_state,total_opportunity,n_supported_sender_receiver_pairs
162408,0,6,80.885925,45
162409,0,6,67.179,14
162410,3,7,79.28402,45
162411,0,7,94.91063,59
162412,0,7,90.52588,32
162413,0,7,104.97693,45
162414,0,7,102.840225,45
162415,0,6,42.388287,33
162416,0,5,93.90552,21
162417,0,6,92.77338,14
162418,0,6,59.05269,23
162419,0,6,96.480446,14
162420,0,6,96.02048,14
162421,0,7,106.856125,44
162422,0,6,98.35062,14
162423,3,7,98.85242,34
162424,0,7,106.28793,45
162425,0,7,107.236984,45
162426,0,7,100.32274,45
162427,0,7,51.2896,34
162428,3,7,93.49141,34
162429,0,5,85.88284,8
162430,0,7,43.9757,24
162431,0,6,97.02707,14
162432,0,7,45.81656,23
162433,0,6,89.99953,14
162434,0,5,94.264626,22
162435,0,7,95.366905,32
162436,0,7,99.071075,33
162437,4,1,194.49084,8
162438,4,1,163.67418,3
162439,4,1,119.09809,46
162440,4,1,133.9336,3
162441,4,1,112.0359,14
162442,4,1,110.20056,47
162443,4,1,95.260635,96
162444,4,1,99.684906,77
162445,4,1,107.48471,15
162446,4,1,101.30078,96
162447,4,1,175.92256,3
162448,4,1,119.549164,46
162449,4,1,150.97461,3
162450,4,1,177.6231,8
162451,4,4,120.52056,13
162452,4,1,87.993965,78
162453,4,1,104.12039,34
162454,4,1,110.01688,78
162455,4,1,87.30367,96
162456,4,1,136.58018,3
162457,4,1,116.69391,60
162458,4,4,125.878174,8
162459,4,4,137.48259,8
162460,4,1,131.0563,8
162461,4,1,107.27327,61
162462,4,4,108.94293,25
162463,4,1,109.554504,61
162464,0,4,60.657314,97
162465,4,4,121.22468,14
162466,4,4,120.50158,15
162467,4,1,72.57358,95
162468,4,1,107.29193,61
162469,4,1,95.14821,61
162470,4,1,105.26583,60
162471,4,4,117.27036,23
162472,4,4,117.59705,15
162473,4,1,98.80323,60
162474,4,4,111.79696,46
162475,4,4,118.99158,24
162476,4,4,102.578094,76
162477,0,1,70.61869,76
162478,4,4,114.39572,46
162479,4,4,116.4709,24
162480,4,4,85.09279,61
162481,4,4,98.66507,47
162482,4,4,119.31157,23
162483,4,4,108.78497,46
162484,4,4,107.04056,46
162485,4,4,115.90132,24
162486,4,4,118.59097,23
162487,0,4,43.745323,77
162488,4,4,88.25891,48
162489,4,4,114.92522,24
162490,4,4,94.31009,47
162491,0,4,47.26967,60
162492,4,1,105.57366,76
162493,0,4,49.461647,116
162494,4,4,98.54045,60
162495,0,4,55.218792,115
162496,0,7,46.380226,94
162497,4,4,96.34824,77
162498,0,4,78.31995,61
162499,0,7,47.916977,33
162500,0,6,44.61282,25
162501,0,6,63.96601,24
162502,0,6,59.00679,24
162503,0,6,50.86821,23
162504,0,6,69.22186,15
162505,0,6,80.32947,23
162506,0,6,39.476242,23
162507,0,3,51.4497,15
162508,0,6,77.45096,34
162509,0,6,32.73501,24
162510,0,6,58.822933,23
162511,0,6,44.69332,24
162512,0,6,54.36607,23
162513,0,6,89.67197,23
162514,0,6,81.418724,46
162515,0,6,49.452194,35
162516,0,6,43.180874,33
162517,0,3,15.306751,95
162518,0,6,71.20793,23
162519,0,4,47.914883,61
162520,0,6,65.03911,15
162521,0,6,58.131832,33
162522,0,6,51.015137,24
162523,0,6,73.96234,24
162524,0,4,18.966507,24
162525,0,4,53.558342,46
162526,0,6,72.0928,23
162527,0,6,37.278893,14
162528,0,6,72.76786,33
162529,0,6,88.94238,24
162530,0,6,59.713463,33
162531,0,6,64.06006,23
162532,0,3,24.55703,45
162533,0,4,13.264425,15
162534,0,7,80.711624,35
162535,0,6,72.08253,24
162536,0,7,92.39491,34
162537,0,6,56.24974,34
162538,0,6,53.55078,34
162539,0,6,42.72661,24
162540,0,3,46.719547,34
162541,0,7,83.75563,34
162542,0,6,70.4212,23
162543,0,6,29.513657,24
162544,0,7,86.22717,35
162545,0,7,60.07491,25
162546,0,7,77.987854,35
162547,0,1,91.35007,47
162548,0,4,67.27963,25
162549,0,6,65.53714,34
162550,0,1,95.78859,46
162551,0,6,57.94361,23
162552,0,6,69.56392,24
162553,0,3,38.37651,60
162554,0,7,42.018333,34
162555,0,3,8.597188,46
162556,0,6,59.87209,23
162557,0,3,55.403767,47
162558,0,6,57.79323,24
162559,0,1,88.12257,34
162560,0,3,51.0859,47
162561,0,6,61.867996,24
162562,0,4,69.83871,35
162563,0,7,24.16842,34
162564,0,6,32.13861,14
162565,0,7,66.10362,47
162566,0,3,4.765861,45
162567,0,4,90.76875,35
162568,0,3,47.329918,47
162569,0,4,70.063545,47
162570,0,4,84.15575,34
162571,0,3,4.5633087,45
162572,0,4,46.06482,34
162573,0,4,75.57442,35
162574,0,3,68.493744,60
162575,0,5,40.773697,33
162576,0,7,23.968103,13
162577,0,3,2.735324,76
162578,0,5,35.097282,22
162579,0,5,20.91964,22
162580,0,5,44.48018,15
162581,0,1,83.96042,35
162582,0,7,36.261482,13
162583,0,4,68.6288,35
162584,0,4,89.77753,25
162585,0,5,45.004875,14
162586,0,4,105.38747,25
162587,0,6,27.859589,14
162588,0,6,23.507936,34
162589,0,3,15.287927,77
162590,0,3,32.364033,78
162591,0,3,53.398346,78
162592,0,6,57.50504,23
162593,7,3,59.326847,96
162594,7,3,39.294086,96
162595,7,6,39.341732,78
162596,7,3,26.033983,95
162597,7,3,20.659708,48
162598,0,3,17.008934,94
162599,4,1,44.59453,34
162600,4,1,53.455997,44
162601,4,1,45.40328,32
162602,4,4,51.51131,13
162603,4,1,55.61609,34
162604,4,1,54.937534,34
162605,4,1,65.36042,24
162606,4,1,38.279762,32
162607,4,1,67.102875,34
162608,4,1,48.25183,33
162609,4,1,70.25633,34
162610,4,1,47.9885,33
162611,4,1,68.882996,34
162612,4,1,59.389954,33
162613,4,1,70.881516,33
162614,4,1,54.854992,33
162615,4,1,76.597755,34
162616,4,1,66.17583,23
162617,4,1,55.72007,23
162618,4,1,76.434395,33
162619,4,1,78.24617,34
162620,4,1,65.16966,15
162621,4,1,81.2933,33
162622,4,1,79.44916,15
162623,4,1,80.757515,23
162624,4,1,81.56309,15
162625,4,1,84.299774,15
162626,4,4,78.56979,47
162627,4,1,102.92456,23
162628,4,1,82.36623,23
162629,4,1,85.87247,15
162630,4,1,91.97662,15
162631,4,1,76.05714,47
162632,4,1,128.12086,24
162633,4,1,111.20514,15
162634,4,1,101.59668,15
162635,4,1,126.04288,23
162636,4,1,116.535675,23
162637,4,1,81.33156,15
162638,4,1,76.35808,16
162639,4,4,74.10459,46
162640,4,1,78.57587,15
162641,4,1,134.38885,24
162642,4,1,76.61957,15
162643,4,1,120.85589,24
162644,4,1,82.18184,15
162645,4,1,63.691765,15
162646,4,1,71.381996,15
162647,4,1,84.533936,34
162648,4,1,120.57127,24
162649,4,1,79.11489,23
162650,4,1,102.73198,24
162651,4,1,62.224022,9
162652,4,1,97.25424,34
162653,4,1,71.61072,22
162654,4,1,79.33925,22
162655,4,1,94.55766,35
162656,4,1,104.523895,36
162657,4,1,88.458916,23
162658,4,1,64.82762,24
162659,4,1,101.85437,36
162660,4,1,86.05353,34
162661,4,1,39.39496,15
162662,4,1,30.595913,15
162663,4,1,62.273533,9
162664,4,4,99.10872,35
162665,4,1,61.01405,24
162666,4,1,90.75451,35
162667,4,1,30.957127,9
162668,4,1,74.11137,35
162669,4,1,78.74593,36
162670,4,4,101.71306,35
162671,4,4,111.61686,35
162672,4,4,99.910034,48
162673,4,1,19.148155,9
162674,4,1,82.08017,25
162675,4,4,90.211784,35
162676,4,1,99.98917,35
162677,4,1,106.91349,36
162678,4,4,109.65073,47
162679,0,7,14.102617,22
162680,0,3,5.162171,33
162681,0,7,13.120417,33
162682,0,7,10.746339,45
162683,0,7,12.173918,33
162684,0,6,32.86374,23
162685,0,3,12.128321,23
162686,0,3,10.244728,60
162687,0,6,48.62961,23
162688,0,6,79.78375,15
162689,0,6,65.30013,22
162690,0,6,64.079704,22
162691,0,7,21.677122,35
162692,0,3,22.46458,79
162693,0,6,58.64512,23
162694,0,3,19.788122,46
162695,3,6,107.040085,15
162696,0,3,28.459335,46
162697,3,6,129.97534,15
162698,3,6,129.15079,15
162699,0,6,70.94077,23
162700,3,6,110.79781,15
162701,3,6,118.9431,15
162702,3,6,86.2184,23
162703,3,6,140.96039,15
162704,0,6,56.366272,34
162705,7,3,44.917393,77
162706,3,7,138.8306,23
162707,3,6,104.3746,23
162708,0,3,6.512082,24
162709,0,4,8.285552,25
162710,0,4,16.219103,34
162711,0,3,11.278436,23
162712,0,4,16.72055,23
162713,0,4,20.353573,23
162714,0,4,19.926426,34
162715,0,7,17.106657,22
162716,0,4,26.043932,24
162717,0,7,54.69936,44
162718,0,4,30.33908,33
162719,0,3,40.75854,33
162720,0,4,43.001053,34
162721,0,7,62.615486,58
162722,0,4,39.4415,34
162723,0,4,53.69055,34
162724,0,4,59.89146,33
162725,0,6,78.15598,45
162726,0,4,47.642838,34
162727,4,4,57.529373,34
162728,4,4,59.333572,34
162729,4,4,60.545776,34
162730,4,4,61.068977,34
162731,4,4,64.99624,24
162732,4,4,55.795647,46
162733,0,6,67.640625,59
162734,0,4,48.856373,34
162735,0,4,56.992897,47
162736,4,4,60.38674,34
162737,4,4,62.244278,34
162738,4,4,50.565197,34
162739,0,4,49.414833,47
162740,4,4,53.09029,33
162741,4,4,49.678276,34
162742,4,4,46.79451,24
162743,4,4,49.152603,24
162744,0,4,49.323227,35
162745,4,1,46.74843,23
162746,4,4,51.6954,34
162747,4,4,45.90009,23
162748,4,1,44.910625,14
162749,0,4,48.35796,35
162750,4,4,47.885468,24
162751,0,4,50.150696,34
162752,4,1,45.78008,8
162753,4,4,40.990753,22
162754,4,4,42.32431,3
162755,4,4,31.091553,24
162756,4,4,38.417587,15
162757,0,4,38.83708,35
162758,4,1,26.91644,7
162759,4,4,44.725204,24
162760,4,4,29.155972,13
162761,4,4,33.56682,23
162762,4,4,33.671734,7
162763,4,4,28.076641,33
162764,0,4,32.820896,47
162765,4,4,46.589912,23
162766,4,4,45.68227,23
162767,4,4,38.584606,3
162768,4,4,36.31211,3
162769,4,4,49.368595,24
162770,4,1,39.597652,7
162771,0,7,39.81371,23
162772,0,5,65.751205,8
162773,0,5,67.40154,8
162774,3,7,80.32865,34
162775,0,7,30.56248,23
162776,0,7,85.012924,45
162777,0,7,89.63046,46
162778,0,5,73.465416,8
162779,3,7,45.379684,35
162780,0,6,71.49065,14
162781,0,7,83.38873,46
162782,0,7,80.44891,34
162783,0,7,42.894424,14
162784,0,7,56.38855,35
162785,0,7,59.44676,35
162786,0,7,14.291027,23
162787,0,7,57.54315,34
162788,0,7,48.65804,35
162789,0,3,43.863403,8
162790,0,7,31.104313,23
162791,0,3,47.6799,14
162792,0,7,3.2921562,14
162793,0,7,22.306679,15
162794,0,5,24.30949,8
162795,0,7,44.959778,34
162796,0,3,38.90741,23
162797,0,7,29.436132,4
162798,0,7,33.731598,35
162799,0,7,12.57224,9
162800,0,7,8.875879,15
162801,0,7,27.27949,47
162802,0,3,19.267426,8
162803,0,3,8.405857,8
162804,0,3,40.12616,62
162805,0,3,12.693803,23
162806,0,7,4.954847,4
162807,0,7,24.052702,25
162808,0,7,28.77184,47
162809,0,7,14.249095,24
162810,0,3,4.860145,9
162811,0,7,6.6674004,4
162812,0,7,31.496748,47
162813,0,3,26.037716,62
162814,0,3,22.01529,76
162815,0,3,52.6483,78
162816,0,3,83.997025,79
162817,0,3,72.78427,96
162818,0,3,83.83574,96
162819,0,3,46.10969,96
162820,0,3,40.18728,114
162821,0,3,90.853424,116
162822,0,3,28.801971,75
162823,0,3,73.87042,116
162824,0,3,54.031433,115
162825,3,3,104.3212,116
162826,0,3,77.01058,116
162827,0,3,95.11719,117
162828,0,3,33.34136,94
162829,6,3,126.24093,138
162830,0,5,21.298613,46
162831,0,6,17.266676,34
162832,0,7,26.899126,46
162833,0,6,14.735615,34
162834,0,6,17.745798,23
162835,0,5,11.055745,61
162836,0,5,50.17266,96
162837,0,6,11.99962,15
162838,0,7,1.0348809,14
162839,0,6,10.442278,45
162840,0,3,85.186424,138
162841,0,3,118.538666,117
162842,0,3,9.123609,33
162843,0,3,129.4452,117
162844,0,5,47.397697,78
162845,6,3,149.51183,117
162846,0,7,0.84848857,8
162847,6,3,164.481,118
162848,0,5,139.67635,78
162849,0,5,91.24281,62
162850,0,5,106.34677,62
162851,6,3,175.39795,118
162852,6,5,169.04765,98
162853,0,5,28.88942,77
162854,6,5,141.24762,79
162855,0,5,90.211395,77
162856,0,3,7.9779935,44
162857,6,3,163.71799,116
162858,6,5,174.50119,98
162859,0,7,4.1014447,44
162860,6,3,182.50903,116
162861,6,5,177.46884,97
162862,6,5,157.13684,97
162863,0,5,57.995148,78
162864,0,5,123.09708,79
162865,6,7,179.70004,96
162866,6,5,188.96564,78
162867,0,3,11.62577,34
162868,6,5,151.83714,79
162869,0,5,94.75313,78
162870,3,5,189.89758,62
162871,3,3,192.89276,48
162872,0,3,10.561233,33
162873,6,5,159.30383,62
162874,0,5,64.62343,79
162875,0,5,46.815228,80
162876,0,3,16.467104,34
162877,3,3,187.883,61
162878,0,3,16.630611,96
162879,0,5,30.48507,63
162880,6,5,141.69785,62
162881,0,3,17.928892,46
162882,7,5,75.593094,78
162883,0,3,8.800307,59
162884,6,3,155.25029,48
162885,0,3,6.1337895,45
162886,0,5,20.694887,78
162887,0,3,2.0844553,14
162888,0,7,6.135598,14
162889,0,3,1.1296647,15
162890,0,7,10.227349,22
162891,0,3,3.2775345,22
162892,0,7,8.05598,14
162893,0,7,10.000613,32
162894,0,7,8.541289,22
162895,0,7,11.563246,14
162896,7,3,57.473213,48
162897,0,3,17.113722,47
162898,0,3,16.359001,61
162899,0,3,21.32425,61
162900,0,3,20.266296,61
162901,0,3,6.6800056,60
162902,0,7,3.863592,45
162903,0,7,2.3642707,46
162904,4,1,139.91194,8
162905,4,1,105.96455,15
162906,4,1,105.69848,14
162907,4,1,124.488914,14
162908,4,1,107.306854,15
162909,4,1,58.141563,9
162910,4,1,106.04028,15
162911,4,1,99.879,15
162912,4,1,49.205578,33
162913,4,1,79.25788,15
162914,4,1,37.25718,9
162915,4,1,76.07986,9
162916,4,1,64.11946,9
162917,4,1,47.53831,9
162918,4,1,47.833824,9
162919,4,1,56.166916,9
162920,4,1,45.616837,32
162921,4,1,63.09569,9
162922,4,1,50.38025,9
162923,4,1,63.968346,9
162924,4,4,43.670586,14
162925,4,1,58.54315,9
162926,4,1,69.9887,8
162927,4,1,60.843403,15
162928,4,1,66.18712,15
162929,4,1,74.444084,15
162930,4,1,82.93981,15
162931,4,1,68.2094,4
162932,4,1,48.98893,32
162933,2,1,90.4738,15
162934,4,1,100.43996,15
162935,4,1,79.92629,15
162936,2,1,63.272514,15
162937,4,1,109.99619,15
162938,4,1,114.053955,15
162939,4,1,104.63307,23
162940,2,1,54.834587,15
162941,4,1,84.69751,23
162942,4,1,88.15175,3
162943,4,1,127.23836,23
162944,2,1,90.43205,23
162945,4,1,126.88704,23
162946,4,1,131.36174,24
162947,4,1,121.60712,23
162948,4,1,116.91883,7
162949,4,1,148.36124,7
162950,4,1,117.918076,46
162951,4,1,109.718216,33
162952,4,1,119.8551,33
162953,4,1,112.65371,23
162954,4,1,86.769516,46
162955,4,1,57.14361,23
162956,4,1,82.820595,4
162957,4,1,44.41864,4
162958,4,1,65.806244,9
162959,4,1,50.561825,9
162960,4,1,118.503654,23
162961,4,1,120.57265,23
162962,4,1,66.64916,32
162963,4,1,49.81918,24
162964,4,1,46.314087,32
162965,4,1,65.62578,33
162966,4,1,67.28894,33
162967,4,1,87.770294,60
162968,4,1,80.050064,35
162969,4,1,63.091652,33
162970,4,1,32.755493,22
162971,4,1,93.19923,47
162972,4,1,96.523834,35
162973,4,1,104.44746,62
162974,4,1,92.95993,34
162975,4,1,50.70412,33
162976,4,1,111.14679,78
162977,4,1,98.69147,45
162978,4,1,112.53159,48
162979,4,1,76.81072,33
162980,4,1,114.571304,62
162981,4,1,88.65444,24
162982,4,1,122.58035,24
162983,4,1,116.509926,24
162984,4,1,124.74306,24
162985,4,1,113.34892,47
162986,4,1,124.483826,7
162987,4,1,97.285904,76
162988,4,1,176.20302,7
162989,4,1,171.76375,7
162990,4,4,89.48086,76
162991,4,1,102.284744,76
162992,4,1,107.46796,95
162993,4,1,99.80536,9
162994,4,1,60.966305,16
162995,4,1,97.428024,8
162996,4,1,98.68399,8
162997,4,1,102.38107,8
162998,4,1,125.782104,8
162999,4,1,120.01893,4
163000,4,1,93.150696,15
163001,4,1,124.59596,8
163002,4,1,111.474915,9
163003,4,1,100.4534,4
163004,4,1,88.68621,15
163005,4,1,116.21863,4
163006,4,1,76.167984,16
163007,4,1,139.01051,9
163008,4,1,116.9816,4
163009,4,1,93.003784,14
163010,4,1,135.98047,9
163011,4,1,92.838005,8
163012,4,1,154.72772,9
163013,4,1,98.77296,4
163014,4,1,98.16295,16
163015,4,1,91.87347,14
163016,4,1,88.26608,14
163017,4,1,124.98538,15
163018,4,1,138.20741,8
163019,4,1,148.98979,8
163020,4,1,52.82565,25
163021,4,1,74.49239,4
163022,4,1,130.55173,9
163023,4,1,105.5622,4
163024,4,1,78.535355,8
163025,4,1,160.85008,9
163026,4,1,142.35814,8
163027,4,1,161.7503,9
163028,4,1,153.7532,9
163029,4,1,43.695835,25
163030,4,1,128.25606,8
163031,4,1,156.85681,8
163032,4,1,66.19147,8
163033,4,1,126.78489,9
163034,4,1,74.73018,4
163035,4,1,47.550373,8
163036,4,1,106.10162,4
163037,4,1,148.74188,8
163038,4,1,143.89487,9
163039,4,1,39.22824,8
163040,4,1,94.576004,8
163041,4,1,89.25447,15
163042,4,1,152.15555,9
163043,4,1,126.76224,8
163044,4,1,171.61258,14
163045,4,1,183.92805,14
163046,4,1,180.57652,14
163047,4,1,153.99794,15
163048,4,1,200.27426,8
163049,4,1,88.16483,23
163050,4,1,193.81631,8
163051,4,1,196.16325,8
163052,4,1,151.5433,14
163053,4,4,65.995224,21
163054,4,4,79.58667,14
163055,4,1,211.91476,8
163056,4,4,93.359604,8
163057,4,1,181.4126,8
163058,4,1,70.80456,7
163059,4,1,196.9652,8
163060,4,1,145.18832,8
163061,4,4,83.50139,14
163062,4,1,92.304825,8
163063,4,1,159.3192,8
163064,4,4,77.5326,8
163065,4,1,73.722534,14
163066,4,1,161.01636,7
163067,4,1,114.48225,8
163068,4,4,80.83298,23
163069,4,4,136.59526,14
163070,4,4,93.3402,14
163071,4,1,129.15637,8
163072,4,1,106.835846,14
163073,4,1,90.8002,24
163074,4,1,94.15959,8
163075,4,1,95.27123,15
163076,4,1,95.15118,23
163077,4,1,95.71606,33
163078,4,1,84.290634,23
163079,4,1,81.86644,33
163080,4,1,112.21939,33
163081,4,1,113.113976,15
163082,4,1,119.57913,23
163083,4,1,115.76373,33
163084,4,1,82.033936,45
163085,4,1,120.845634,23
163086,4,1,105.70926,33
163087,4,1,113.24581,23
163088,4,1,125.14413,23
163089,4,1,120.87959,23
163090,4,1,86.04996,33
163091,4,1,111.80149,23
163092,4,1,106.580185,23
163093,4,1,107.336716,23
163094,4,1,93.606544,24
163095,4,1,85.48764,22
163096,4,1,90.476166,23
163097,4,1,97.202,23
163098,4,1,76.67326,24
163099,4,4,79.18658,32
163100,4,4,78.326004,14
163101,4,4,64.43521,14
163102,4,4,81.144516,22
163103,4,1,108.41366,23
163104,4,1,147.74638,15
163105,4,1,70.30517,23
163106,4,1,67.176414,14
163107,4,1,102.22263,15
163108,4,1,100.820206,24
163109,4,1,76.53233,4
163110,4,1,131.23088,7
163111,4,1,83.80888,4
163112,4,1,84.0074,14
163113,4,1,47.044125,4
163114,4,1,81.79738,23
163115,4,1,101.83376,9
163116,4,1,111.238434,8
163117,4,1,99.45438,8
163118,4,1,102.65193,4
163119,4,1,97.09811,4
163120,4,1,89.77585,4
163121,4,4,111.55136,60
163122,0,4,37.486797,60
163123,0,6,41.644028,35
163124,0,3,67.49444,76
163125,4,4,98.58287,77
163126,0,4,90.67077,61
163127,0,7,57.688164,47
163128,0,4,64.564095,77
163129,0,3,48.886208,46
163130,0,7,73.78794,46
163131,0,3,56.627476,77
163132,0,6,92.98984,47
163133,0,3,84.85889,61
163134,0,3,97.108795,61
163135,3,3,67.457245,77
163136,0,6,93.6279,47
163137,0,6,83.5326,35
163138,0,3,107.00115,61
163139,0,3,98.5883,61
163140,0,6,86.549194,35
163141,3,7,91.13977,96
163142,3,7,99.64111,77
163143,0,3,85.14317,61
163144,3,7,103.22139,77
163145,0,3,107.36535,61
163146,0,6,101.00069,47
163147,3,7,87.32239,77
163148,3,7,97.857956,77
163149,0,3,67.34833,63
163150,3,7,100.44046,77
163151,0,7,104.066925,77
163152,3,7,91.19725,60
163153,0,7,92.4536,77
163154,3,7,85.16845,46
163155,0,3,64.11833,61
163156,3,7,83.353714,46
163157,3,7,88.25728,77
163158,0,7,56.387455,61
163159,3,5,66.11476,47
163160,3,7,68.862236,48
163161,0,3,36.06877,97
163162,0,3,33.461582,79
163163,0,7,30.3032,48
163164,0,3,52.505478,63
163165,7,3,75.51706,77
163166,0,3,32.281734,46
163167,0,7,44.905777,35
163168,0,7,73.43339,35
163169,0,4,35.68022,93
163170,0,7,66.42396,35
163171,0,3,38.81374,24
163172,0,7,84.802086,47
163173,0,7,93.72821,61
163174,0,7,103.38815,61
163175,0,7,52.85354,47
163176,0,7,50.15968,46
163177,0,7,70.82045,48
163178,0,7,119.7691,61
163179,0,7,67.819,47
163180,0,7,111.61275,61
163181,0,7,103.897736,47
163182,0,7,131.56656,61
163183,0,7,84.042564,61
163184,0,6,52.104507,35
163185,0,7,126.04018,61
163186,0,7,98.65551,61
163187,0,6,48.84253,47
163188,0,7,56.37037,62
163189,0,5,119.0084,60
163190,0,7,134.68417,60
163191,0,7,67.772736,61
163192,0,7,59.284065,60
163193,0,7,122.55493,46
163194,0,7,75.148575,46
163195,0,7,94.02598,45
163196,0,6,71.6842,33
163197,0,6,61.322174,24
163198,0,7,84.430115,34
163199,3,6,69.35251,34
163200,0,7,83.72427,45
163201,0,7,75.188995,46
163202,0,7,70.339676,34
163203,3,7,78.212906,35
163204,3,7,85.65174,47
163205,0,6,61.899506,33
163206,3,6,70.054855,34
163207,0,7,61.058723,46
163208,3,6,69.17334,35
163209,3,7,82.694916,47
163210,0,7,114.4043,33
163211,0,6,38.25992,34
163212,0,7,143.14609,60
163213,0,7,108.434715,15
163214,0,7,55.3563,25
163215,0,7,111.17345,61
163216,0,4,33.394493,47
163217,0,4,102.86871,25
163218,0,6,32.207104,34
163219,0,4,110.702545,25
163220,4,4,118.42316,25
163221,4,4,51.12966,23
163222,0,4,56.555836,35
163223,4,4,99.8343,36
163224,0,4,49.881027,35
163225,0,4,94.219894,25
163226,4,4,109.883835,35
163227,4,4,74.77786,25
163228,4,1,63.2751,34
163229,4,4,100.30725,35
163230,0,4,99.99222,35
163231,4,1,75.90987,47
163232,0,4,73.21626,25
163233,4,4,93.538956,35
163234,0,6,20.509333,34
163235,4,4,97.55893,47
163236,4,4,91.04004,34
163237,0,4,93.416626,36
163238,0,4,65.04244,35
163239,0,4,102.12789,35
163240,4,1,90.938446,61
163241,4,4,111.285095,47
163242,2,4,115.66254,35
163243,0,4,83.97676,35
163244,2,4,130.6801,35
163245,0,4,45.03399,35
163246,4,4,124.28592,47
163247,0,6,17.300251,14
163248,0,6,18.931541,24
163249,4,4,140.57452,35
163250,0,4,122.07376,35
163251,0,4,135.44534,35
163252,4,4,118.659966,47
163253,4,4,140.88612,35
163254,4,4,131.0082,35
163255,0,5,44.42233,24
163256,0,6,20.254807,23
163257,0,4,125.02396,47
163258,0,4,126.21248,35
163259,0,6,39.67625,16
163260,0,4,132.42493,35
163261,0,4,73.43341,24
163262,0,6,49.3854,15
163263,0,4,113.59123,35
163264,0,6,51.267155,15
163265,0,4,106.40387,36
163266,0,4,102.98063,35
163267,0,6,41.562878,15
163268,0,6,32.33501,8
163269,0,4,121.72492,35
163270,0,4,106.94219,35
163271,0,4,125.254196,25
163272,4,4,124.91431,35
163273,4,4,90.47958,47
163274,4,4,51.840134,33
163275,0,4,75.73578,95
163276,0,5,89.07428,79
163277,0,4,86.88362,61
163278,0,4,90.67128,78
163279,0,4,95.81654,62
163280,0,5,80.11302,78
163281,3,5,68.736084,78
163282,0,7,88.832535,95
163283,0,5,89.98782,49
163284,0,5,100.694916,63
163285,0,5,98.312,78
163286,0,5,101.398636,63
163287,0,7,92.55357,78
163288,0,5,101.15411,63
163289,0,7,89.766464,115
163290,0,5,66.30582,61
163291,0,5,94.023834,48
163292,0,7,108.394745,78
163293,0,5,82.38005,61
163294,0,5,72.11119,61
163295,0,7,90.38054,61
163296,0,7,71.56723,60
163297,0,5,39.271927,36
163298,0,7,92.332886,47
163299,0,7,22.479774,47
163300,0,5,14.299796,45
163301,0,7,27.580885,22
163302,0,7,25.000149,22
163303,0,5,54.73531,48
163304,0,7,113.90639,61
163305,0,7,113.762024,61
163306,0,5,71.50863,36
163307,0,7,102.21784,76
163308,0,7,108.80443,46
163309,0,5,21.093021,47
163310,0,7,84.59175,60
163311,0,5,52.281372,47
163312,0,7,78.3432,47
163313,0,7,55.213177,61
163314,0,7,37.93329,61
163315,0,5,11.674085,45
163316,0,6,15.042409,33
163317,0,7,6.878985,33
163318,0,7,23.05604,23
163319,0,7,2.1654365,33
163320,0,7,11.769461,22
163321,0,7,43.72279,60
163322,0,7,28.003613,61
163323,0,7,14.581371,46
163324,0,7,10.015848,47
163325,0,5,30.82885,47
163326,0,6,8.582588,33
163327,0,7,25.738926,22
163328,0,7,15.037967,32
163329,0,7,18.112394,33
163330,3,5,47.83806,47
163331,0,7,17.628464,33
163332,0,6,29.483486,23
163333,0,6,25.992561,8
163334,0,6,39.029373,24
163335,0,5,35.835773,60
163336,0,6,46.334545,33
163337,0,6,31.611713,23
163338,0,7,45.673626,24
163339,0,6,41.75689,33
163340,0,6,42.11033,15
163341,0,7,63.411224,25
163342,0,6,51.177177,24
163343,0,6,68.13231,34
163344,0,6,50.080338,16
163345,0,6,68.01141,34
163346,0,5,88.58949,77
163347,0,6,71.05385,60
163348,0,6,53.67495,24
163349,0,6,84.428505,61
163350,0,6,106.50819,46
163351,0,6,124.08276,62
163352,0,7,72.89553,25
163353,0,6,96.27715,34
163354,0,7,80.015465,35
163355,0,6,51.900208,25
163356,0,7,65.03537,35
163357,0,5,113.042404,77
163358,0,6,54.82895,23
163359,0,6,129.29288,46
163360,0,6,137.27441,62
163361,0,7,80.17031,47
163362,0,6,155.42117,62
163363,0,6,81.99907,34
163364,0,7,55.991272,35
163365,0,6,56.51421,34
163366,0,7,132.14374,62
163367,0,6,153.98294,46
163368,0,6,110.803535,46
163369,0,7,95.34744,61
163370,0,7,113.14219,62
163371,0,7,153.4714,62
163372,0,7,172.84607,61
163373,0,6,42.050835,35
163374,0,6,139.42844,46
163375,0,7,174.24176,60
163376,0,5,57.317677,60
163377,0,5,99.58473,60
163378,0,5,85.31557,46
163379,0,7,93.214134,61
163380,0,7,59.34445,46
163381,0,7,85.88696,47
163382,0,7,87.23314,46
163383,0,7,88.82007,46
163384,0,7,98.45459,47
163385,0,7,99.538086,47
163386,0,7,67.299324,34
163387,0,7,84.933975,46
163388,0,7,103.13343,46
163389,0,7,77.43186,35
163390,0,7,52.563774,34
163391,0,7,104.929504,46
163392,0,7,75.65634,34
163393,0,7,43.376953,24
163394,0,7,90.00154,34
163395,0,7,95.71782,34
163396,0,7,83.677635,34
163397,0,7,67.36278,35
163398,0,7,81.767685,35
163399,0,7,77.20996,35
163400,0,7,5.4449635,33
163401,0,7,78.83278,25
163402,0,7,35.02745,34
163403,0,7,66.1625,25
