C_state,region_A,region_B,I_state_A,I_state_B,n_A,n_B,composition_JS,CCC_soft_JS,CCC_common_support_cosine,common_support_features,structural_zero_excluded_features,total_opportunity_median_A,total_opportunity_median_B,display_score
0,548,917,7,3,61,120,0.25795976900589057,0.5368578503910593,0.6625127285259895,1332,2012,50.21565246582031,2.369907855987549,0.8290229264712232
1,371,4490,2,0,36,58,0.30257759560920044,0.6544266902153988,0.7798754671815366,376,2968,89.80370330810547,44.29874038696289,0.827447001424809
0,3510,5988,7,3,44,42,0.29777091964997404,0.6029988493051288,0.7491240206491214,859,2485,103.20319366455078,40.210052490234375,0.82740382539614
7,1394,1400,0,1,51,38,0.3104952909367905,,0.8806234335800887,313,3031,473.7015075683594,348.33990478515625,0.8272742973101335
0,1112,3892,6,3,133,47,0.2497526959599504,0.5915915904725637,0.6523681330877198,771,2573,11.277910232543945,73.59689331054688,0.8270800051811235
0,3513,5988,6,3,31,42,0.2693434095569622,0.47507933912776124,0.6754524318455971,851,2493,39.85842514038086,40.210052490234375,0.825935840421398
0,720,5988,6,3,42,42,0.2862742702563959,0.4402304177405729,0.709207982080586,760,2584,6.7813615798950195,40.210052490234375,0.8255040801347092
0,918,3890,6,7,60,60,0.2703273759798288,0.5855886788248907,0.6761487659556513,1117,2227,3.6345162391662598,84.10357666015625,0.8252450239626958
0,434,3513,3,6,45,31,0.2788725498078032,0.5511748766243812,0.6912135733220615,1215,2129,5.069018363952637,39.85842514038086,0.8240792711886361
0,720,917,6,3,42,120,0.22369143438766925,0.5223659957388413,0.6305126564711029,800,2544,6.7813615798950195,2.369907855987549,0.8230430465005828
0,636,986,7,6,40,621,0.23523914392513384,0.5320856426587777,0.6365480667879968,1321,2023,41.72966003417969,17.616920471191406,0.8221147618842019
7,330,4355,0,2,525,31,0.31423908692957175,0.91039834929339,0.9769233862205355,696,2648,54.030757904052734,75.49816131591797,0.8200423125080955
0,4217,4961,6,3,33,41,0.23236587420230273,0.6223998297027438,0.6335022402184496,764,2580,39.855751037597656,21.17011070251465,0.8200207244937611
0,964,3892,6,3,168,47,0.2728173331682406,0.5617524615758022,0.6756527274172823,868,2476,8.867231369018555,73.59689331054688,0.8199991364794266
0,917,3513,3,6,120,31,0.3106375754454607,0.5933665214274577,0.814601391773716,1232,2112,2.369907855987549,39.85842514038086,0.8170199905012737
0,639,3518,5,6,168,64,0.24501308040873146,0.587228341259602,0.6405313886592305,885,2459,9.173097610473633,43.889060974121094,0.8166745822719226
0,938,3890,6,7,68,60,0.26586660609444895,0.5804613526192867,0.6623289027724264,1116,2228,3.9025237560272217,84.10357666015625,0.8161348819135615
0,636,820,7,3,40,305,0.25134475981507043,0.5041721556725153,0.6452901094544,1317,2027,41.72966003417969,7.126079082489014,0.8149907171538362
0,639,917,5,3,168,120,0.29407695529162414,0.6450044332904775,0.716283054486621,1443,1901,9.173097610473633,2.369907855987549,0.8148611890678295
0,917,4475,3,7,120,35,0.30543983664336516,0.6417463882806631,0.7628895572001415,782,2562,2.369907855987549,9.042522430419922,0.8138249643797764
0,1046,3922,3,5,40,32,0.29411680272339047,0.6366807835587913,0.7128591803509682,708,2636,1.6591744422912598,16.425308227539062,0.8121195112473555
