cell_id,x,y,cell_type,C_state,I_state,joint_id
75242,2062.7026,2431.0488,Macrophages_1,0,5,6
75243,2061.3367,2454.5159,CD4+_T_Cells,0,7,8
75244,2069.2732,2463.79,B_Cells,0,7,8
75245,2067.5945,2479.0237,Stromal,0,7,8
75246,2072.364,2450.3528,Stromal,0,5,6
75247,2075.734,2479.8674,Stromal,0,7,8
75248,2075.4236,2432.9326,CD8+_T_Cells,0,5,6
75249,2085.4956,2427.5898,Stromal,0,5,6
75250,2083.254,2438.9573,Stromal,0,5,6
75251,2084.44,2490.5183,Stromal,0,5,6
75252,2087.939,2470.349,Stromal,0,5,6
75253,2093.1963,2439.9656,Stromal,0,5,6
75254,2099.1716,2513.4524,Stromal,0,7,8
75255,2102.9187,2448.6484,CD4+_T_Cells,0,5,6
75256,2103.244,2458.6838,CD8+_T_Cells,0,5,6
75257,2113.0903,2440.1367,Stromal,0,5,6
75258,2108.1436,2481.2686,B_Cells,0,5,6
75259,2130.8162,2460.3494,Macrophages_1,6,5,54
75260,2142.4348,2520.4565,Endothelial,3,7,32
75261,2143.5146,2481.089,CD8+_T_Cells,6,5,54
75262,2139.6978,2447.4531,Stromal,0,3,4
75263,2142.7488,2470.4377,CD8+_T_Cells,6,5,54
75264,2098.6978,2489.3452,Stromal,0,5,6
75265,2039.019,2496.094,Macrophages_2,0,7,8
75266,2141.7185,2493.7444,Stromal_&_T_Cell_Hybrid,6,7,56
75267,2058.0808,2501.644,Stromal,0,7,8
75268,2072.6409,2497.6047,Stromal,0,7,8
75269,2049.6853,2506.872,Stromal,0,7,8
75270,2087.712,2502.408,Stromal,0,6,7
75271,2096.0923,2503.757,Macrophages_1,0,6,7
75272,2067.4263,2506.673,Endothelial,0,6,7
75273,2109.9817,2506.7473,Macrophages_1,0,7,8
75274,2082.6682,2507.9585,Stromal,0,6,7
75275,2137.7842,2506.4924,CD8+_T_Cells,6,7,56
75276,2074.8896,2509.696,Perivascular-Like,0,6,7
75277,2062.6155,2513.9712,Endothelial,0,6,7
75278,2037.9589,2513.1636,Stromal,0,7,8
75279,2127.6367,2514.6477,CD8+_T_Cells,6,7,56
75280,2079.3694,2516.2607,Stromal,0,6,7
75281,2107.7766,2518.5745,Macrophages_1,0,7,8
75282,2071.8203,2519.0515,Stromal,0,6,7
75283,2088.6958,2518.4724,Macrophages_1,0,6,7
75284,2050.913,2522.8452,Stromal,0,6,7
75285,2098.8337,2524.04,Macrophages_1,0,7,8
75286,2117.566,2520.4395,Stromal,0,7,8
75287,2033.2471,2476.6177,Macrophages_2,0,7,8
75288,2036.2435,2484.6467,Stromal,0,7,8
75289,2119.647,2496.177,Stromal,0,7,8
75290,2135.3765,2513.7449,CD8+_T_Cells,6,7,56
75291,2148.3823,2514.897,Endothelial,0,7,8
75292,1750.2484,2077.411,Endothelial,3,0,25
75293,1766.5177,2080.997,Endothelial,3,6,31
75294,1788.881,2082.4534,Stromal,1,6,15
75295,1760.926,2085.1619,Endothelial,3,0,25
75296,1747.8706,2085.7236,Endothelial,1,0,9
75297,1776.3215,2090.3179,Endothelial,1,6,15
75298,1766.29,2091.884,Endothelial,3,6,31
75299,1815.8938,2084.764,Invasive_Tumor,1,6,15
75300,1802.6587,2085.5137,Invasive_Tumor,1,6,15
75301,1824.0344,2084.5164,Invasive_Tumor,1,0,9
75302,1831.6328,2086.782,Invasive_Tumor,1,0,9
75303,1809.0696,2092.3813,Invasive_Tumor,1,6,15
75304,1795.5043,2091.1816,Invasive_Tumor,1,6,15
75305,1819.1097,2096.0635,Invasive_Tumor,1,0,9
75306,1756.7147,2097.799,Macrophages_1,1,6,15
75307,1745.7083,2098.216,Invasive_Tumor,1,0,9
75308,1802.5392,2099.984,Invasive_Tumor,1,6,15
75309,1831.1064,2099.9438,Invasive_Tumor,1,0,9
75310,1811.6764,2102.0437,Invasive_Tumor,1,0,9
75311,1821.683,2103.027,Invasive_Tumor,1,0,9
75312,1842.535,2102.792,Invasive_Tumor,1,0,9
75313,1787.6838,2099.0176,Invasive_Tumor,1,6,15
75314,1827.2119,2105.3887,Invasive_Tumor,1,0,9
75315,1783.345,2108.4028,Invasive_Tumor,1,6,15
75316,1770.0325,2105.135,DCIS_2,1,6,15
75317,1762.1486,2106.2908,Invasive_Tumor,1,6,15
75318,1775.2665,2110.0469,Stromal,1,6,15
75319,1746.1932,2110.3235,Invasive_Tumor,1,0,9
75320,1830.4803,2111.856,Invasive_Tumor,1,0,9
75321,1792.7498,2112.3337,Invasive_Tumor,1,6,15
75322,1768.5392,2112.8477,CD8+_T_Cells,1,6,15
75323,1802.396,2114.1653,Invasive_Tumor,1,0,9
75324,1761.5554,2119.2769,Invasive_Tumor,1,6,15
75325,1779.3507,2122.2058,Stromal,1,6,15
75326,1815.3578,2116.7954,Invasive_Tumor,1,0,9
75327,1750.8612,2119.457,Invasive_Tumor,1,0,9
75328,1772.047,2121.5767,Invasive_Tumor,1,6,15
75329,1825.3386,2124.6433,Invasive_Tumor,1,0,9
75330,1793.1125,2124.386,Invasive_Tumor,1,0,9
75331,1745.3337,2128.2314,Invasive_Tumor,1,0,9
75332,1837.011,2123.3467,Prolif_Invasive_Tumor,1,0,9
75333,1805.1288,2126.5684,Invasive_Tumor,1,0,9
75334,1815.6261,2132.3496,Invasive_Tumor,1,0,9
75335,1758.7942,2132.2986,Invasive_Tumor,1,0,9
75336,1779.398,2132.6313,Prolif_Invasive_Tumor,1,0,9
75337,1852.0,2124.544,Invasive_Tumor,1,0,9
75338,1852.413,2100.5952,Invasive_Tumor,1,0,9
75339,1850.0096,2083.5508,Invasive_Tumor,1,0,9
75340,1795.8029,2135.2576,Invasive_Tumor,1,0,9
75341,1769.0366,2136.73,Invasive_Tumor,1,0,9
75342,1839.7225,2134.8523,Prolif_Invasive_Tumor,1,0,9
75343,1852.1334,2139.124,Invasive_Tumor,1,0,9
75344,1744.2019,2135.5771,Invasive_Tumor,1,0,9
75345,2071.9075,1753.1787,Invasive_Tumor,1,0,9
75346,2076.099,1740.3475,Invasive_Tumor,1,6,15
75347,2079.8042,1759.4581,Invasive_Tumor,1,0,9
75348,2085.739,1733.6761,Invasive_Tumor,1,6,15
75349,2089.0908,1758.563,Invasive_Tumor,1,0,9
75350,2087.858,1724.3585,Invasive_Tumor,1,6,15
75351,2091.7454,1747.3755,Invasive_Tumor,1,0,9
75352,2094.4182,1776.6747,Invasive_Tumor,1,0,9
75353,2098.1628,1733.5946,Invasive_Tumor,1,6,15
75354,2100.0442,1720.4338,Invasive_Tumor,1,6,15
75355,2099.337,1765.8575,Invasive_Tumor,1,0,9
75356,2102.3071,1754.537,Invasive_Tumor,1,0,9
75357,2111.583,1737.6062,Invasive_Tumor,1,0,9
75358,2112.571,1768.3976,Invasive_Tumor,1,0,9
75359,2112.6384,1755.6443,Invasive_Tumor,1,0,9
75360,2117.3472,1747.7953,Invasive_Tumor,1,0,9
75361,2125.7925,1721.7557,Invasive_Tumor,1,0,9
75362,2124.4067,1760.9174,Invasive_Tumor,1,0,9
75363,2132.6023,1771.0537,Invasive_Tumor,1,0,9
75364,2132.7117,1785.6006,Stromal,1,6,15
75365,2134.5857,1749.6416,Invasive_Tumor,1,0,9
75366,2135.9968,1735.4719,Invasive_Tumor,1,0,9
75367,2135.5942,1760.2288,Invasive_Tumor,1,0,9
75368,2141.3752,1721.1648,Invasive_Tumor,1,0,9
75369,2145.6184,1778.8047,Invasive_Tumor,1,6,15
75370,2143.1982,1743.9609,Invasive_Tumor,1,0,9
75371,2149.4585,1756.7493,Invasive_Tumor,1,0,9
75372,2151.6318,1731.6837,Invasive_Tumor,1,0,9
75373,2152.4744,1744.5278,Prolif_Invasive_Tumor,1,0,9
75374,2150.6257,1768.3472,Invasive_Tumor,1,0,9
75375,2156.9312,1782.3281,Invasive_Tumor,1,6,15
75376,2118.3435,1783.2515,Invasive_Tumor,1,0,9
75377,2086.3667,1783.3906,Invasive_Tumor,1,0,9
75378,2073.8623,1779.9626,Invasive_Tumor,1,0,9
75379,2080.1274,1786.607,Invasive_Tumor,1,0,9
75380,2068.8086,1788.2875,Invasive_Tumor,1,0,9
75381,2145.0164,1787.3053,Invasive_Tumor,1,6,15
75382,2153.3643,1791.045,Invasive_Tumor,1,6,15
75383,2107.7761,1793.283,Invasive_Tumor,1,0,9
75384,2119.8855,1794.3873,Invasive_Tumor,1,6,15
75385,2125.82,1791.404,Invasive_Tumor,1,6,15
75386,2079.4087,1793.7943,Invasive_Tumor,1,0,9
75387,2147.4434,1796.1492,Stromal,1,6,15
75388,2099.4956,1797.9525,Invasive_Tumor,1,0,9
75389,2092.2766,1796.2698,Invasive_Tumor,1,0,9
75390,2127.9045,1797.3933,Invasive_Tumor,1,6,15
75391,1880.5133,1811.8088,Invasive_Tumor,1,0,9
75392,1911.8428,1812.9574,Invasive_Tumor,1,0,9
75393,1928.5603,1811.0526,Invasive_Tumor,1,0,9
75394,1932.4934,1815.1277,Invasive_Tumor,1,0,9
75395,1866.4141,1814.1235,Invasive_Tumor,1,0,9
75396,1920.9695,1821.7695,Invasive_Tumor,1,0,9
75397,1945.3011,1816.3257,Invasive_Tumor,1,0,9
75398,1902.0822,1817.1985,Invasive_Tumor,1,0,9
75399,1934.4846,1823.3506,Invasive_Tumor,1,0,9
75400,1865.0295,1821.2993,Invasive_Tumor,1,0,9
75401,1886.4519,1820.7533,Invasive_Tumor,1,0,9
75402,1871.627,1826.8407,Invasive_Tumor,1,0,9
75403,1860.8896,1828.851,Invasive_Tumor,1,0,9
75404,1896.5098,1828.7634,Invasive_Tumor,1,0,9
75405,1890.8549,1832.8507,Invasive_Tumor,1,0,9
75406,1880.9641,1831.8519,Invasive_Tumor,1,0,9
75407,1909.4144,1832.064,Invasive_Tumor,1,0,9
75408,1858.491,1839.0748,Invasive_Tumor,1,0,9
75409,1938.6735,1835.129,Invasive_Tumor,1,0,9
75410,1900.2964,1839.0867,Invasive_Tumor,1,0,9
75411,1882.2676,1840.7892,Invasive_Tumor,1,0,9
75412,1871.4468,1840.121,Invasive_Tumor,1,0,9
75413,1891.673,1842.4758,Invasive_Tumor,1,0,9
75414,1945.6456,1849.8688,Invasive_Tumor,1,0,9
75415,1915.0957,1846.3036,Invasive_Tumor,1,0,9
75416,1875.6979,1851.4481,Invasive_Tumor,1,0,9
75417,1930.7821,1848.3636,Invasive_Tumor,1,0,9
75418,1900.0883,1850.9495,Invasive_Tumor,1,0,9
75419,1887.5518,1852.7815,Invasive_Tumor,1,0,9
75420,1866.0367,1857.1266,Invasive_Tumor,1,0,9
75421,1916.5457,1858.9928,Invasive_Tumor,1,0,9
75422,1940.1128,1862.0447,Invasive_Tumor,1,0,9
75423,1880.6709,1863.4386,Invasive_Tumor,1,0,9
75424,1903.1218,1860.6282,Invasive_Tumor,1,0,9
75425,1927.8336,1863.0477,Invasive_Tumor,1,0,9
75426,1896.9968,1868.6964,Invasive_Tumor,1,0,9
75427,1889.3802,1871.4392,Invasive_Tumor,1,0,9
75428,1905.4532,1871.3062,Invasive_Tumor,1,0,9
75429,1942.6733,1876.6421,Invasive_Tumor,1,0,9
75430,1931.4946,1875.6375,Invasive_Tumor,1,0,9
75431,1903.4608,1878.8594,Invasive_Tumor,1,0,9
75432,1921.2864,1878.628,Invasive_Tumor,1,0,9
75433,1913.9384,1874.9012,Invasive_Tumor,1,0,9
75434,1877.6718,1877.3845,Invasive_Tumor,1,0,9
75435,1894.4784,1881.935,Invasive_Tumor,1,0,9
75436,1861.2825,1880.9324,Invasive_Tumor,1,0,9
75437,1901.0171,1890.6956,Invasive_Tumor,1,0,9
75438,1917.9559,1888.9137,Invasive_Tumor,1,0,9
75439,1869.687,1891.0553,Invasive_Tumor,1,0,9
75440,1884.8275,1892.7522,Invasive_Tumor,1,0,9
75441,1927.4841,1894.0752,Invasive_Tumor,1,0,9
75442,1876.767,1897.2207,Invasive_Tumor,1,0,9
75443,1942.0798,1892.0747,Invasive_Tumor,1,0,9
75444,1855.4102,1903.2871,Invasive_Tumor,1,6,15
75445,1872.048,1903.0015,Invasive_Tumor,1,0,9
75446,1915.9037,1901.9957,Invasive_Tumor,1,0,9
75447,1899.3643,1901.3114,Invasive_Tumor,1,0,9
75448,1860.5215,1907.8501,Invasive_Tumor,1,6,15
75449,1905.915,1903.8073,Invasive_Tumor,1,0,9
75450,1940.6921,1907.0472,Invasive_Tumor,1,0,9
75451,1928.9042,1906.7819,Invasive_Tumor,1,0,9
75452,1912.368,1911.8282,Invasive_Tumor,1,0,9
75453,1887.0176,1907.8223,Invasive_Tumor,1,0,9
75454,1934.0277,1918.6613,Invasive_Tumor,1,6,15
75455,1899.2843,1914.2423,Invasive_Tumor,1,0,9
75456,1890.4214,1919.9008,Invasive_Tumor,1,0,9
75457,1905.1617,1922.7201,Invasive_Tumor,1,6,15
75458,1923.0677,1922.9572,Invasive_Tumor,1,6,15
75459,1877.5541,1925.4353,Stromal,1,0,9
75460,1916.3242,1929.2694,Invasive_Tumor,1,6,15
75461,1906.7944,1939.4055,Stromal,1,6,15
75462,1938.8185,1933.8867,Invasive_Tumor,1,6,15
75463,1864.5399,1938.5404,Stromal,0,6,7
75464,1926.36,1943.3386,Stromal,1,6,15
75465,1935.1526,1954.6407,Endothelial,0,6,7
75466,1883.5839,1957.5869,Stromal,0,6,7
75467,1949.1079,1950.2559,Endothelial,1,6,15
75468,1951.7721,1839.1786,Invasive_Tumor,1,0,9
75469,1952.6278,1859.9214,Invasive_Tumor,1,0,9
75470,1946.0486,1913.9958,Invasive_Tumor,1,6,15
75471,1946.9375,1927.7897,Invasive_Tumor,1,6,15
75472,1941.5637,1961.5593,Stromal,0,6,7
75473,1951.76,1958.6224,Stromal,0,6,7
75474,2164.8252,1718.8307,Invasive_Tumor,1,0,9
75475,2244.3833,1722.307,Invasive_Tumor,1,0,9
75476,2211.9033,1719.8857,Invasive_Tumor,1,0,9
75477,2234.094,1723.6373,Invasive_Tumor,1,0,9
75478,2220.849,1727.8611,Invasive_Tumor,1,0,9
75479,2202.1072,1728.0939,Invasive_Tumor,1,0,9
75480,2188.8508,1729.7456,Invasive_Tumor,1,0,9
75481,2165.4263,1733.5386,Invasive_Tumor,1,0,9
75482,2232.188,1734.157,Invasive_Tumor,1,0,9
75483,2243.4473,1735.9966,Invasive_Tumor,1,0,9
75484,2206.3105,1738.1412,Invasive_Tumor,1,0,9
75485,2178.41,1738.339,Invasive_Tumor,1,0,9
75486,2168.9878,1746.8546,Invasive_Tumor,1,0,9
75487,2232.3157,1746.2312,Invasive_Tumor,1,6,15
75488,2160.9895,1747.2335,Invasive_Tumor,1,0,9
75489,2185.0747,1748.6831,Invasive_Tumor,1,0,9
75490,2212.7808,1750.9312,Invasive_Tumor,1,0,9
75491,2197.7166,1750.2467,Invasive_Tumor,1,0,9
75492,2246.9768,1753.0443,Invasive_Tumor,1,6,15
75493,2226.8914,1757.948,Invasive_Tumor,1,6,15
75494,2239.684,1759.3823,Invasive_Tumor,1,6,15
75495,2161.4,1764.544,Invasive_Tumor,1,0,9
75496,2181.4414,1758.3252,Invasive_Tumor,1,0,9
75497,2190.6033,1761.0786,Invasive_Tumor,1,0,9
75498,2198.3147,1759.2281,Invasive_Tumor,1,0,9
75499,2171.9617,1759.0933,Invasive_Tumor,1,0,9
75500,2202.8557,1765.053,Invasive_Tumor,1,6,15
75501,2215.179,1765.706,Invasive_Tumor,1,6,15
75502,2172.6897,1767.9375,Invasive_Tumor,1,0,9
75503,2236.5198,1766.6147,Invasive_Tumor,1,6,15
75504,2226.2886,1767.939,Invasive_Tumor,1,6,15
75505,2182.7646,1769.899,Invasive_Tumor,1,6,15
75506,2189.7407,1771.0253,Invasive_Tumor,1,6,15
75507,2195.1006,1772.4475,Invasive_Tumor,1,6,15
75508,2237.643,1775.1312,Endothelial,1,6,15
75509,2212.9321,1775.1473,Invasive_Tumor,1,6,15
75510,2204.0037,1776.8718,Invasive_Tumor,1,6,15
75511,2225.5576,1776.3091,Invasive_Tumor,1,6,15
75512,2177.7617,1774.31,Invasive_Tumor,1,6,15
75513,2186.3008,1780.8075,Invasive_Tumor,1,6,15
75514,2172.7126,1779.1627,Invasive_Tumor,1,6,15
75515,1879.6503,1714.9895,Endothelial,1,0,9
75516,1863.4691,1713.258,Stromal,1,6,15
75517,1893.2075,1718.4987,Endothelial,1,0,9
75518,1871.6674,1723.8667,Invasive_Tumor,1,0,9
75519,1903.5734,1724.3113,Endothelial,1,0,9
75520,1858.341,1725.2275,Invasive_Tumor,1,6,15
75521,1914.1699,1720.2875,Endothelial,3,0,25
75522,1929.0804,1722.9803,Perivascular-Like,1,6,15
75523,1945.3971,1724.4186,Stromal,1,0,9
75524,1875.9012,1732.7483,Prolif_Invasive_Tumor,1,6,15
75525,1852.1531,1735.8032,Invasive_Tumor,1,0,9
75526,1923.8934,1735.6267,Stromal,1,6,15
75527,1865.099,1737.5316,Invasive_Tumor,1,6,15
75528,1907.8287,1742.7606,Invasive_Tumor,1,0,9
75529,1857.675,1740.8365,Invasive_Tumor,1,0,9
75530,1890.1217,1738.1963,Invasive_Tumor,1,6,15
75531,1926.8469,1740.187,Invasive_Tumor,1,6,15
75532,1947.3909,1738.8425,Invasive_Tumor,1,6,15
75533,1934.6711,1749.7457,Invasive_Tumor,1,6,15
75534,1877.3024,1744.6777,Invasive_Tumor,1,6,15
75535,1863.4727,1749.3589,Invasive_Tumor,1,0,9
75536,1875.4331,1754.7632,Invasive_Tumor,1,0,9
75537,1890.282,1751.0516,Invasive_Tumor,1,0,9
75538,1900.3278,1753.6904,Invasive_Tumor,1,0,9
75539,1856.8107,1755.387,Invasive_Tumor,1,0,9
75540,1887.5657,1758.3433,Invasive_Tumor,1,0,9
75541,1921.5466,1759.8907,Invasive_Tumor,1,6,15
75542,1945.5896,1760.4857,Invasive_Tumor,1,0,9
75543,1871.3593,1765.8524,Invasive_Tumor,1,0,9
75544,1855.6892,1768.153,Invasive_Tumor,1,0,9
75545,1905.8612,1762.1594,Invasive_Tumor,1,0,9
75546,1896.2157,1770.3586,Invasive_Tumor,1,0,9
75547,1883.954,1768.6318,Invasive_Tumor,1,0,9
75548,1863.1622,1769.5452,Invasive_Tumor,1,0,9
75549,1911.1754,1770.8368,Invasive_Tumor,1,0,9
75550,1942.2299,1771.6387,Invasive_Tumor,1,0,9
75551,1929.2267,1776.4983,Invasive_Tumor,1,0,9
75552,1863.487,1780.211,Invasive_Tumor,1,0,9
75553,1889.1069,1780.686,Invasive_Tumor,1,0,9
75554,1906.369,1779.432,Invasive_Tumor,1,0,9
75555,1877.7781,1779.3855,Invasive_Tumor,1,0,9
75556,1915.5535,1785.6439,Invasive_Tumor,1,0,9
75557,1900.0067,1786.6166,Invasive_Tumor,1,0,9
75558,1947.1501,1784.1661,Invasive_Tumor,1,0,9
75559,1879.8145,1788.3013,Invasive_Tumor,1,0,9
75560,1853.4485,1789.6586,Invasive_Tumor,1,0,9
75561,1925.4652,1790.5763,Invasive_Tumor,1,0,9
75562,1940.1752,1793.5024,Invasive_Tumor,1,0,9
75563,1907.6295,1795.6873,Invasive_Tumor,1,0,9
75564,1891.9346,1794.1558,Invasive_Tumor,1,0,9
75565,1872.6123,1794.861,Invasive_Tumor,1,0,9
75566,1896.2805,1805.3251,Invasive_Tumor,1,0,9
75567,1936.6449,1804.9047,Invasive_Tumor,1,0,9
75568,1918.6112,1802.894,Invasive_Tumor,1,0,9
75569,1883.391,1802.78,Invasive_Tumor,1,0,9
75570,1867.5453,1803.9032,Prolif_Invasive_Tumor,1,0,9
75571,1855.86,1801.5117,Invasive_Tumor,1,0,9
75572,1770.1497,1717.1781,Endothelial,1,7,16
75573,1839.7366,1714.2191,Stromal,1,0,9
75574,1847.2194,1721.2152,Invasive_Tumor,1,0,9
75575,1780.6584,1722.8651,Invasive_Tumor,1,7,16
75576,1806.6958,1720.1707,Invasive_Tumor,1,5,14
75577,1795.81,1723.6196,Invasive_Tumor,1,7,16
75578,1785.8218,1725.8914,Invasive_Tumor,1,7,16
75579,1823.9583,1729.6735,Invasive_Tumor,1,0,9
75580,1775.7805,1729.9294,Invasive_Tumor,1,7,16
75581,1841.2085,1732.6395,Invasive_Tumor,1,0,9
75582,1802.7834,1735.2102,Invasive_Tumor,1,6,15
75583,1783.713,1733.0251,Invasive_Tumor,1,6,15
75584,1815.1544,1737.5719,Invasive_Tumor,1,0,9
75585,1786.6687,1738.999,Invasive_Tumor,1,6,15
75586,1795.7794,1740.5416,Invasive_Tumor,1,6,15
75587,1837.1376,1739.6353,Invasive_Tumor,1,0,9
75588,1775.1858,1741.6454,Invasive_Tumor,1,6,15
75589,1809.6403,1747.2441,Invasive_Tumor,1,0,9
75590,1821.7478,1745.4237,Invasive_Tumor,1,0,9
75591,1830.1461,1744.276,Invasive_Tumor,1,0,9
75592,1842.9294,1747.0034,Invasive_Tumor,1,0,9
75593,1791.6201,1748.9814,Invasive_Tumor,1,0,9
75594,1775.9746,1752.9268,Invasive_Tumor,1,0,9
75595,1803.4829,1756.2336,Invasive_Tumor,1,0,9
75596,1822.5729,1753.9459,Invasive_Tumor,1,0,9
75597,1841.0881,1757.5337,Invasive_Tumor,1,0,9
75598,1792.2517,1761.4884,Invasive_Tumor,1,0,9
75599,1776.9858,1763.7097,Invasive_Tumor,1,0,9
75600,1817.32,1766.9331,Invasive_Tumor,1,0,9
75601,1843.1555,1766.853,Invasive_Tumor,1,0,9
75602,1832.3503,1772.1765,Invasive_Tumor,1,0,9
75603,1784.4305,1768.5464,Invasive_Tumor,1,0,9
75604,1804.6301,1772.7388,Invasive_Tumor,1,0,9
75605,1789.2672,1774.1313,Invasive_Tumor,1,0,9
75606,1843.5508,1779.2638,Invasive_Tumor,1,0,9
75607,1774.5022,1776.0063,Invasive_Tumor,1,6,15
75608,1819.807,1783.9923,Invasive_Tumor,1,0,9
75609,1796.4954,1780.9546,Invasive_Tumor,1,0,9
75610,1785.7085,1784.0386,Invasive_Tumor,1,6,15
75611,1779.9523,1788.9432,Invasive_Tumor,1,6,15
75612,1799.2439,1791.4418,Invasive_Tumor,1,0,9
75613,1837.8882,1795.6155,Invasive_Tumor,1,0,9
75614,1817.2482,1797.832,Invasive_Tumor,1,0,9
75615,1788.5137,1805.856,Invasive_Tumor,1,6,15
75616,1803.6664,1804.4603,Invasive_Tumor,1,0,9
75617,1828.7646,1807.4595,Invasive_Tumor,1,0,9
75618,1848.6827,1810.1863,Invasive_Tumor,1,0,9
75619,2164.9912,2473.5203,CD8+_T_Cells,6,5,54
75620,2238.1907,2469.5635,B_Cells,0,5,6
75621,2190.1575,2478.1877,CD8+_T_Cells,6,5,54
75622,2153.4316,2480.1348,CD8+_T_Cells,6,5,54
75623,2208.5757,2480.7593,CD4+_T_Cells,6,5,54
75624,2156.0408,2488.7876,B_Cells,6,5,54
75625,2202.906,2486.738,CD4+_T_Cells,6,5,54
75626,2182.2932,2488.3633,Endothelial,6,5,54
75627,2196.5947,2491.346,CD4+_T_Cells,6,5,54
75628,2166.8923,2491.5786,B_Cells,6,5,54
75629,2237.3438,2476.8286,Stromal,0,5,6
75630,2213.123,2492.8066,Macrophages_1,6,5,54
75631,2251.0596,2497.7444,Stromal,0,5,6
75632,2204.1606,2500.3254,CD8+_T_Cells,6,5,54
75633,2217.3242,2507.8867,Endothelial,0,5,6
75634,2176.5415,2503.787,B_Cells,0,5,6
75635,2154.823,2504.7998,CD4+_T_Cells,6,7,56
75636,2189.058,2506.6577,Stromal,0,5,6
75637,2196.4548,2509.5571,Stromal,0,5,6
75638,2250.4412,2507.2031,Macrophages_1,0,5,6
75639,2236.4565,2510.3162,CD8+_T_Cells,0,5,6
75640,2180.9138,2516.5847,Stromal,0,5,6
75641,2166.6733,2514.7231,Stromal,0,7,8
75642,2202.7083,2517.0835,Macrophages_1,0,5,6
75643,2156.9429,2516.9807,CD4+_T_Cells,0,7,8
75644,2229.1714,2514.5928,Endothelial,0,5,6
75645,2208.946,2520.4956,Macrophages_1,0,5,6
75646,2248.6519,2521.416,Stromal,0,5,6
75647,2216.4185,2526.1882,Stromal,0,5,6
75648,2223.1755,2520.9363,Stromal,0,5,6
75649,2234.4487,2524.3413,B_Cells,0,5,6
75650,2154.1553,2524.9258,Endothelial,0,7,8
75651,2175.332,2526.5537,Stromal,0,5,6
75652,2239.5603,2529.3296,Stromal,0,5,6
75653,2228.687,2522.1433,Endothelial,0,5,6
75654,2165.516,2429.8728,Stromal,0,3,4
75655,2228.8076,2470.2336,Stromal,0,5,6
75656,2192.6116,2428.887,CD4+_T_Cells,6,5,54
75657,2178.601,2433.411,CD8+_T_Cells,6,5,54
75658,2150.2888,2435.2466,CD8+_T_Cells,0,3,4
75659,2244.5872,2455.1006,Macrophages_1,0,5,6
75660,2206.2527,2436.8386,Stromal,0,6,7
75661,2188.7842,2443.559,CD8+_T_Cells,0,5,6
75662,2173.5278,2439.6702,Stromal,6,5,54
75663,2179.9128,2443.8982,CD4+_T_Cells,6,5,54
75664,2247.2346,2439.0217,Macrophages_1,6,5,54
75665,2171.012,2444.82,Stromal,6,5,54
75666,2159.0713,2447.4993,B_Cells,0,5,6
75667,2237.139,2437.6082,CD4+_T_Cells,6,5,54
75668,2172.2402,2456.4028,CD8+_T_Cells,6,5,54
75669,2212.0771,2450.485,Stromal,0,5,6
75670,2207.1506,2454.0928,CD4+_T_Cells,0,5,6
75671,2199.0464,2454.9355,Macrophages_1,6,5,54
75672,2220.765,2444.793,Stromal,0,5,6
75673,2215.9524,2468.3384,Endothelial,6,5,54
75674,2207.8647,2463.1772,Perivascular-Like,6,5,54
75675,2191.2012,2462.4785,Stromal,6,5,54
75676,2225.1528,2460.834,Stromal,0,5,6
75677,2245.1492,2467.6199,CD4+_T_Cells,0,5,6
75678,2202.858,2471.9329,CD4+_T_Cells,6,5,54
75679,2154.965,2466.645,CD8+_T_Cells,6,5,54
75680,2180.0105,2469.361,Macrophages_1,6,5,54
75681,2232.9556,2445.8162,CD4+_T_Cells,0,5,6
75682,2239.1057,2425.7107,Macrophages_1,6,5,54
75683,2224.956,2494.478,Macrophages_1,6,5,54
75684,2237.7668,2498.0906,Stromal,0,5,6
75685,2241.166,2517.3513,B_Cells,0,5,6
75686,2236.3755,2483.8862,Macrophages_1,0,5,6
75687,1829.4856,2421.2327,CD8+_T_Cells,0,5,6
75688,1819.284,2422.9246,CD8+_T_Cells,0,5,6
75689,1803.5255,2423.0237,CD8+_T_Cells,6,5,54
75690,1810.1267,2424.9739,CD8+_T_Cells,0,5,6
75691,1843.6646,2428.4204,Stromal,2,2,19
75692,1835.3646,2425.7263,Macrophages_1,0,2,3
75693,1854.1562,2427.9666,Myoepi_ACTA2+,2,2,19
75694,1810.1727,2430.8457,Macrophages_1,0,5,6
75695,1793.1682,2428.6733,Stromal,0,5,6
75696,1821.1626,2430.4814,CD8+_T_Cells,0,5,6
75697,1830.3241,2432.2317,Stromal,0,2,3
75698,1857.3052,2433.0906,Myoepi_ACTA2+,2,2,19
75699,1846.487,2436.031,Myoepi_ACTA2+,2,2,19
75700,1815.3201,2437.7434,CD8+_T_Cells,0,5,6
75701,1827.1671,2439.6475,Stromal,0,2,3
75702,1851.9802,2441.581,Myoepi_ACTA2+,2,2,19
75703,1803.6139,2440.2437,Macrophages_1,0,5,6
75704,1827.55,2451.054,Stromal,0,2,3
75705,1811.7329,2444.5898,CD8+_T_Cells,0,5,6
75706,1816.628,2452.1704,Stromal,0,2,3
75707,1796.9253,2449.5146,CD8+_T_Cells,0,5,6
75708,1841.5078,2446.7024,Myoepi_ACTA2+,2,2,19
75709,1809.2511,2449.053,CD8+_T_Cells,0,5,6
75710,1805.4552,2454.0066,Stromal,0,5,6
75711,1848.6638,2451.672,DCIS_2,2,2,19
