niche,cell_type,n_cells,mean_local_fraction,global_mean_local_fraction,log2_relative_enrichment,local_celltype_entropy,mannwhitney_u,p_greater_raw,relative_enrichment_0to1,across_niche_entropy
C6,Macrophages_2,17516,0.009685735243289195,0.00992693529696311,-0.03548682118219554,0.6181405825352286,1688992899.0,0.0,0.0,0.535679573825695
C7,Macrophages_2,7285,0.01868374092512157,0.00992693529696311,0.9123630513044754,0.594574201208004,801998799.0,0.0,0.008844605454229767,0.535679573825695
C0,Mast_Cells,48154,0.0022166090536732148,0.0010145786914361784,1.1274735759259829,0.4702868181767953,3204474056.5,0.0,0.0012032511552195681,0.6366784876792851
C1,Mast_Cells,46693,0.00020964088344459683,0.0010145786914361784,-2.274888761561352,0.4956992571052202,2182386177.5,1.0,0.0,0.6366784876792851
C2,Mast_Cells,7309,0.0012155783937534091,0.0010145786914361784,0.260762170968584,0.5927607945197657,668596572.5,6.926635764975885e-137,0.00020120383944536715,0.6366784876792851
C3,Mast_Cells,6024,0.0014973857287320137,0.0010145786914361784,0.5615651432700094,0.5884945861203801,507977674.5,2.5702883749562396e-15,0.0004832973805197375,0.6366784876792851
C4,Mast_Cells,18982,9.589009416086951e-05,0.0010145786914361784,-3.4033551553872674,0.5335906462209569,1120499501.5,1.0,0.0,0.6366784876792851
C5,Mast_Cells,14400,0.00029984237847026395,0.0010145786914361784,-1.7586045551809788,0.5604779685059107,1249006305.5,4.139090522876655e-227,0.0,0.6366784876792851
C6,Mast_Cells,17516,0.0008259942482171571,0.0010145786914361784,-0.29667712491606907,0.6256657228570143,1446497369.0,5.94619030121506e-163,0.0,0.6366784876792851
C7,Mast_Cells,7285,0.0018874475392191413,0.0010145786914361784,0.8955557793829318,0.6184823175724038,700730314.0,1.2361457117244628e-262,0.0008737553413338087,0.6366784876792851
C0,Myoepi_ACTA2+,48154,0.027091499577241825,0.043468051895408207,-0.6821151876219402,0.4972978474215586,2768031853.5,1.0,0.0,0.7349107874824591
C1,Myoepi_ACTA2+,46693,0.0012309561272857024,0.043468051895408207,-5.142104190250119,0.506636765095049,857637823.0,1.0,0.0,0.7349107874824591
C2,Myoepi_ACTA2+,7309,0.37172777043041944,0.043468051895408207,3.096219125682065,0.46602984384380786,1141207493.5,0.0,0.3431769520981204,0.7349107874824591
C3,Myoepi_ACTA2+,6024,0.014726993687418288,0.043468051895408207,-1.561492485698181,0.5845334906389239,406452623.5,1.0,0.0,0.7349107874824591
C4,Myoepi_ACTA2+,18982,0.06881640245499436,0.043468051895408207,0.6627970337340492,0.4683030589951616,2177277694.0,0.0,0.026500265474472626,0.7349107874824591
C5,Myoepi_ACTA2+,14400,0.10781875544049334,0.043468051895408207,1.3105808166108641,0.4367662604290177,1792402980.0,0.0,0.06727501749690509,0.7349107874824591
C6,Myoepi_ACTA2+,17516,0.0042974659188747275,0.043468051895408207,-3.3383973360569983,0.6363483965197372,1313313873.5,0.04851356674814195,0.0,0.7349107874824591
